,source_article,updated_label
566,That song is stupid because I don't know that musician.,fallacy of red herring
567,"Speaker 1: I really think we need to do something about the rising levels of poverty and homelessness in our country.
Speaker 2: Why are you worried about poverty? Look how many children we abort every day.",fallacy of red herring
568,"If Mom didn't turn off the air conditioner, then clearly she must be too hot.",false dilemma
569,"True Communism by human nature is unachievable.
Man will always seek more, greed is an instinct.",ad populum
570,Java sucks,circular reasoning
571,"My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry’s each night!
Mi oponente sugiere que bajar los impuestos será una buena idea, ¡esto viene de una mujer que se come una pinta de Ben y Jerry cada noche!",ad hominem
572,Everyone loves Post Malone and can name at least one of his songs! (This is an example of...),faulty generalization
573,Using a double standard or arguing for an unjustified exception.,intentional
574,"I don't believe in God. One reason is that I think he is evil. And by the way, there is no such thing as ""evil;"" it is just our evaluation of what we believe is wrong.",fallacy of logic
575,Not tipping your waiter is like stealing money right out of someone's wallet.,fallacy of logic
576,We should abolish the death penalty. Even Taylor Swift is opposed to it.,fallacy of credibility
577,Words with strong feelings that bring about feelings in the reader. Strong words (+ or -) specifically used to sway the reader,appeal to emotion
578,“Police officers agree that Blackjack Steering Wheel Locks are the most effective deterrent against car theft.”,fallacy of credibility
579,"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system?
Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!
",ad hominem
580,"All forest creatures live in the woods.
All leprechauns are forest creatures.
Therefore, some leprechauns live in the woods.",fallacy of logic
581,"""Your honor, I believe that we won this case. Look at the opposite camp; they were late for today's hearing!""",fallacy of red herring
582,"Which is not saying a lot. In the link there are listed most popular stances on animals and morality, which differ considerably.",fallacy of red herring
583,In many cases you can't really tell whether patients are improving because of what the therapist is doing or because of the placebo effect—there's a fuzzy line separating the two--so we must conclude that they are actually the same mechanism of improvement.,equivocation
584,"This applies exclusively to crony capitalism, that is, a competition where some participants are able to gain special protectionism from the government. Capitalism, being an open competition, is known to push the cost down, and as such democratize access to goods that were scarce when invented.",circular reasoning
585,Jimmy isn’t at school today. He must be on a family trip.,false causality
586,"We haven’t found King David’s tomb, so King David didn’t really exist.",intentional
587,"""You know me - I've taught Sunday School at your church for years, babysat your children, and served as a playground director for many summers - so you know I can run your preschool.""?",fallacy of credibility
588,My Aunt was in the hospital for 6 weeks because she didn't wear a seatbelt.,faulty generalization
589,"""Chick fil A is the greatest food chain in existence. Look at the crowds!""",ad populum
