index,text,label
577,Just give me a chance to prove it to you. I can’t live this life if you will leave me. My world will stop to turn around. I will not be able to eat nor drink.,appeal to emotion
578,My father told me that the sky is green. So it must be the truth.,fallacy of credibility
579,Everybody loves Raymond because he is so popular. Popular people are loved by everybody.,circular reasoning
580,"Michael Jackson, Kurt Cobain, and Jimi Hendrix were rock stars who died young. Therefore, if you become a rock star, don't expect to live a long life.",false causality
581,Why do people hold philosophy higher then critical thinking?,circular reasoning
582,A monarch is highly corruptible.,false causality
583,"Any consistent axiomatic system of mathematics will contain theorems which cannot be proven.
 If all the theorems of an axiomatic system can be proven then the system is inconsistent, and thus has theorems which can be proven both true and false.",fallacy of red herring
584,It's another THING we have to deal with!,fallacy of red herring
585,"Believing that ""runs"" occur to statistically independent phenomena such as routine wheel spirits.",false causality
586,"I beg to differ on your premise regarding ""we can exclusively define what is natural to humans"" unless you supply such a definition.
Otherwise why wouldn't using instruments (for example, for a sex change) created by humans be natural means for doing any particular thing for a human being?",fallacy of red herring
587,"Computer viruses are a problem specifically because they can run in the background while bypassing user permissions. If it were that easy to stop viruses, they would not be an issue.",fallacy of red herring
588,"""You can't give me a D because I'm an A student!""",circular reasoning
589,"Ken: There has to be an objective morality because otherwise terms like ""right"" and ""wrong"" would be meaningless since they have no foundation for comparison. 
 Rob: The terms ""right"" and ""wrong"" are based on cultural norms, which do have a subjective foundation -- one that changes as the moral sphere of the culture changes. The term ""heavy"" does not have an objective standard, yet we have no problem using that term in a meaningful way. In fact, very few relational terms have any kind of objective foundation.
 Ken: But without an objective morality, we would all be lost morally as a race.
 Rob: Many would say that we are.
 Ken: But how can you say that torturing children for fun is morally acceptable in any situation?
 Rob: Personally, I wouldn't, but you are implying that anything that is not objective must necessarily be seen in all possible ways. A feather may not be seen as ""heavy"" to anyone, but that doesn't mean its ""lightness"" is still not relative to other objects.
 Ken: But God is the standard of objective morality. Prove that wrong!
 Rob: That I cannot do.",intentional
590,"Billy - ""An apple is a vegetable.""  Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,ad hominem
591,Games like dodgeball are used to keep the students from getting overly dissatisfied. Take away dodgeball and you'll have a riot for the first few years at least.,fallacy of slippery slope
592,"If you commit suicide just to see if you end up in Heaven, you can't come back to tell the tale.",ad populum
593,"IBM is a reputable organization, so all of its employees must be reputable.",faulty generalization
