text,label,splitted
"I'm not surprised, frankly, that someone who gets lost in his own neighborhood would argue that New York has better pizza than Chicago.",ad hominem,"I'm not surprised, frankly, that someone who gets lost in his own neighborhood would argue that New York has better pizza than Chicago."
SM 6: North invading South during Civil War,fallacy of extension,SM[SEP]North invading South during Civil War
Girls should not be allowed . to try out as kickers for school football teams because girls are not very athletic.,faulty generalization,Girls should not be allowed . to try out as kickers for school football teams because[SEP]girls are not very athletic.
"Don't ever gamble! Once you start, you won't be able to stop, and you'll end up bankrupt.",faulty generalization,"Don't ever gamble![SEP]Once you start, you won't be able to stop, and you'll end up bankrupt."
"Don't be out-dated and un-fashionable! Buy the new, modern double-lined heavy duty jeans - the old ripped jeans of the past are out!",intentional,"Don't be out-dated and un-fashionable![SEP]Buy the new, modern double-lined heavy duty jeans - the old ripped jeans of the past are out!"
"To this very day (at the time of this writing), science has been unable to create life from non-life; therefore, life must be a result of divine intervention.",intentional,"To this very day (at the time of this writing),[SEP]science has been unable to create life from non-life;[SEP]therefore, life must be a result of divine intervention."
The United States is the wealthiest nation in the world. So every American is wealthy.,faulty generalization,The United States is the wealthiest nation in the world.[SEP]So every American is wealthy.
"Television Advertisement: Rush to shop at Super-Mart this weekend, everyone is doing it!",ad populum,"Television Advertisement: Rush to shop at Super-Mart this weekend,[SEP]everyone is doing it!"
"A fallacy which assumes that because something is popular, it is therefore good, correct, or desirable.",ad populum,"A fallacy which assumes that because something is popular,[SEP]it is therefore good, correct, or desirable."
all bachelors are unmarried males,circular reasoning,all bachelors are unmarried males
The reason our company never makes any money is because we have a buffoon running it!,ad hominem,The reason our company never makes any money is because[SEP]we have a buffoon running it!
"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch.",intentional,"Fish are the easiest pets to keep;[SEP]they are inexpensive and require no maintenance at all.[SEP]Plus, they are really pretty and soothing to watch."
"""Why worry about pandas going extinct, when we have the homeless in our country to worry about?""",fallacy of relevance,"""Why worry about pandas going extinct, when we have the homeless in our country to worry about?"""
"All Paul Newman movies are great. All great movies are Oscar winners. Therefore, all Oscar winners are Paul Newman movies.",fallacy of logic,"All Paul Newman movies are great.[SEP]All great movies are Oscar winners.[SEP]Therefore, all Oscar winners are Paul Newman movies."
The model is in close agreement with the data.,intentional,The model is in close agreement with the data.
"Either we re-elect Mayor Ruiz, or we watch our city fall to pieces",false dilemma,"Either we re-elect Mayor Ruiz, or[SEP]we watch our city fall to pieces"
"My friend told me to quit singing in the car since I have a ""bad voice."" She sings in the car all of the time!",ad hominem,"My friend told me to quit singing in the car since I have a ""bad voice.""[SEP]She sings in the car all of the time!"
"""Chick fil A is the greatest food chain in existence. Look at the crowds!""",ad populum,"""Chick fil A is the greatest food chain in existence.[SEP]Look at the crowds!"""
"We don't know for sure that phones lower students' success levels, so there's no need to ban them.",intentional,"We don't know for sure that phones lower students' success levels,[SEP]so there's no need to ban them."
"You can buy the new Sensitivity perfume, or you can smell bad all day.",false dilemma,"You can buy the new Sensitivity perfume,[SEP]or you can smell bad all day."
“My boss isn’t willing to increase the number of vacation days we get each year. That means she doesn’t care about our health. It’s wrong not to care about employees’ health. She should be replaced with someone who cares about the employees.”,fallacy of extension,“My boss isn’t willing to increase the number of vacation days we get each year.[SEP]That means she doesn’t care about our health.[SEP]It’s wrong not to care about employees’ health.[SEP]She should be replaced with someone who cares about the employees.”
"NASA: Yes, we really did successfully land men on the moon. TinFoilHatGuy1969: Yeah, right. And Elvis is really dead.",intentional,"NASA: Yes, we really did successfully land men on the moon.[SEP]TinFoilHatGuy196[SEP]Yeah, right. And Elvis is really dead."
"Children should not go trick or treating, as there always exists the possibility that someone could poison the treats.",appeal to emotion,"Children should not go trick or treating,[SEP]as there always exists the possibility that someone could poison the treats."
