text,label,coarse_label
"In the 6 years that I have been practicing my new and improved brand of cognitive-humanistic-dynamic-behavioral-deconstructive-metaregressive-deontological psychotherapy (now with biofeedback!), which I developed, there has not been one published study showing that it fails to work or that it has ever harmed a patient. It is clearly one of the safest and most effective interventions ever devised.",intentional,fallacy of relevance
"If you don’t say the Pledge of Allegiance, then you must be a traitor.",false dilemma,fallacies of defective induction
"Person 1: You’re either for the war or against the troops.

Person 2: Actually, I do not want our troops sent into a dangerous war.",false dilemma,fallacies of defective induction
"""Either you pass this test, or you fail it."" Laughed Sr Malak",false dilemma,fallacies of defective induction
"If you don't go to camp, you won't have fun this summer, and your whole summer will be ruined!",faulty generalization,fallacies of defective induction
Is your stupidity inborn?,intentional,fallacy of relevance
"The writer, speaker, or an ad supports a claim with restatements of the same claim. (The argument goes around and around in a circle)",circular reasoning,fallacies of presumption
Of course you don't like rap or hip-hop music! You wear the same clothes every day and have zero fashion sense.,ad hominem,fallacy of relevance
"It is said that we have a good understanding of our universe.  Therefore, we know exactly how it began and exactly when.",equivocation,fallacy of ambiguity
"Before he died, poet Allen Ginsberg argued in favor of legalizing pornography. But Ginsberg's arguments are nothing but trash. Ginsberg was a pot-smoking homosexual and a thoroughgoing advocate of the drug culture.",ad hominem,fallacy of relevance
(Ignoring the Question): when a rebuttal doesn't address the question ,fallacy of relevance,fallacy of relevance
"A: I don't want to visit McDonald's today.
B: So you're just against good food then?
The above is an example of:",fallacy of extension,fallacy of relevance
"""I'd like to punch him in the face."" - Donald Trump (Feb. 2016, at a campaign rally, remarks directed at a protester who was being escorted out of the rally.)",appeal to emotion,fallacy of relevance
Senator Ribbit is a liar. You shouldn't listen to him on anything.,ad hominem,fallacy of relevance
There's no way you know this - you're clearly too young to understand!,ad hominem,fallacy of relevance
Mrs. Sedik really knows math; she would be an excellent math instructor.,fallacy of logic,fallacies of defective induction
"""I asked my five closest friends and they all agree that the new Underwater Basketweaving Team Coach is a jerk, therefore I'm not trying out for the team"" IS an example of THIS fallacy.",faulty generalization,fallacies of defective induction
"Dr. X is an engineer, and he doesn’t believe in global warming.",fallacy of credibility,fallacies of defective induction
Decriminalizing marijuana turns the U.S. into a stoner nation,faulty generalization,fallacies of defective induction
"""When my parents talk to me about how important it is to learn a second language, I remind them they didn't learn another language.",circular reasoning,fallacies of presumption
"People generally like to walk on the beach. Beaches have sand. Therefore, having sand floors in homes would be a great idea!",fallacy of logic,fallacies of defective induction
"Look, it doesn't matter whether or not you think America should build a wall on the border. The President thinks America should do it, so it's a good idea.",fallacy of credibility,fallacies of defective induction
"Speaker 1: I really think we need to do something about the rising levels of poverty and homelessness in our country.
Speaker 2: Why are you worried about poverty? Look how many children we abort every day.",fallacy of relevance,fallacy of relevance
