source_article,updated_label,masked_articles
"“No one has ever been able to prove definitively that extra-terrestrials exist, so they must not be real.”",intentional,"MSK<1> No one has ever been able to prove definitively that MSK<0> exist , so MSK<0> must not be real . MSK<1> "
Skipping looking for a second opinion or evidence and just asking one doctor is what fallacy?,fallacy of credibility,Skipping looking for a second opinion or evidence and just asking one doctor is what fallacy ? 
You would think that taxes should be lowered because you are a Republican [and therefore your argument about taxes should be rejected].,circular reasoning,MSK<0> would think that MSK<1> should be lowered because MSK<0> are a Republican [ and therefore MSK<0> argument about MSK<1> should be rejected ] . 
"Ted: Biological evolution is both a theory and a fact.

Edwin: That is ridiculous!  How can you possibly be absolutely certain that we evolved from pond scum!

Ted: Actually, that is a gross misrepresentation of my assertion.  I never claimed we evolved from pond scum.  Unlike math and logic, science is based on empirical evidence and, therefore, a scientific fact is something that is confirmed to such a degree that it would be perverse to withhold provisional consent.  The empirical evidence for the fact that biological evolution does occur falls into this category.",fallacy of extension,"MSK<0> : MSK<1> is both a theory and a MSK<2> . Edwin : MSK<3> is ridiculous ! How can you possibly be absolutely certain that MSK<5> from MSK<7> ! MSK<0> : Actually , MSK<3> is a gross misrepresentation of MSK<8> assertion . MSK<8> never claimed MSK<5> from MSK<7> . Unlike math and logic , science is based on MSK<9> MSK<10> and , therefore , MSK<11> is something that is confirmed to such a degree that MSK<11> would be perverse to withhold provisional consent . The MSK<9> MSK<10> for the MSK<2> that MSK<1> does occur falls into this category . "
You're with us or you're against us.,false dilemma,MSK<0> 're with MSK<1> or MSK<0> 're against MSK<1> . 
Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.,circular reasoning,Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other . 
"I hold a doctorate in theology, have written 12 books, and personally met the Pope.  Therefore, when I say that Jesus’ favorite snack was raisins dipped in wine, you should believe me.",fallacy of credibility,"MSK<0> hold a doctorate in theology , have written 12 books , and personally met the Pope . Therefore , when MSK<0> say that Jesus ’ favorite snack was raisins dipped in wine , you should believe MSK<0> . "
Wife: “I see Mr. Smith is cooking out on his new barbecue grill.” Husband: “So his wife finally got fed up with his unfaithfulness!”,equivocation,MSK<0> : MSK<1> I see MSK<2> is cooking out on MSK<2> new barbecue grill . MSK<1> MSK<0> : MSK<1> So MSK<2> MSK<0> finally got fed up with MSK<2> unfaithfulness ! MSK<1> 
"Major in English in college, start reading poetry, and next thing you know, you will become an unemployed pot-smoking loser.",faulty generalization,"Major in English in college , start reading poetry , and next thing MSK<0> know , MSK<0> will become an unemployed pot - smoking loser . "
Too much candy can cause cavities. You should avoid eating any candy unless you want cavities.,false dilemma,Too much MSK<0> can cause MSK<1> . MSK<2> should avoid eating any MSK<0> unless MSK<2> want MSK<1> . 
"  Homosexuality is / ought to be morally wrong (moral property) because it is not normal (natural property).
or
Homosexuality is not normal (natural property); therefore, it is / ought to be morally wrong (moral property).",fallacy of credibility,"MSK<0> is / MSK<1> to be MSK<3> ( MSK<4> MSK<5> ) because MSK<0> is not MSK<6> ( MSK<7> MSK<5> ) . or MSK<0> is not MSK<6> ( MSK<7> MSK<5> ) ; therefore , MSK<0> is / MSK<1> to be MSK<3> ( MSK<4> MSK<5> ) . "
", or a group of people think, in order to persuade one to think the same way.",ad populum,", or a group of people MSK<0> , in order to persuade one to MSK<0> the same way . "
The word of Zorbo the Great is flawless and perfect. We know this because it says so in The Great and Infallible Book of Zorbo’s Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned.,circular reasoning,MSK<0> MSK<1> is flawless and perfect . We know this because MSK<0> says so in The Great and Infallible Book of MSK<1> ’s Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned . 
Did the pollution you caused increase or decrease your profits?,intentional,Did the pollution MSK<0> caused increase or decrease MSK<0> profits ? 
The newest brand jeans that everyone is wearing are called Blue Dogs. Blue Dogs are being worn by all young teens. Be sure to go out and buy your new jeans at your local mall.,ad populum,MSK<0> are called MSK<1> . MSK<1> are being worn by all young teens . Be sure to go out and buy MSK<0> at coref2 local mall . 
"I think scientists are wrong. There is no such thing as global warming. I just finished talking to my boss, and he thought the idea was ridiculous.",fallacy of credibility,"MSK<0> MSK<1> scientists are wrong . There is no such thing as global warming . MSK<0> just finished talking to MSK<0> boss , and he MSK<1> the idea was ridiculous . "
"""My brother's girlfriend's Mother's hairdresser said that COVID numbers are going down, so I'm not going to bother with my mask"" IS an example of this fallacy.",fallacy of credibility,""" MSK<0> said that COVID numbers are going down , so MSK<0> 'm not going to bother with MSK<0> mask "" IS an example of coref1 . "
"""Everyone was driving over the speed limit, so I shouldn't have gotten a ticket for it!"" is an example of which logical fallacy?",ad populum,""" Everyone was driving over MSK<0> , so I should n't have gotten a ticket for MSK<0> ! "" is an example of which logical fallacy ? "
"I am athletic because I run, and I run because I'm athletic.",circular reasoning,"MSK<0> am MSK<1> because MSK<0> MSK<2> , and MSK<0> MSK<2> because MSK<0> 'm MSK<1> . "
"If it wasn't a missile, a bomb, or mechanical failure, then all that's left is a meteorite.",false dilemma,"If it was n't a missile , a bomb , or mechanical failure , then all that 's left is a meteorite . "
Moving the goalposts or making up exceptions when a claim is shown to be false.,intentional,Moving the goalposts or making up exceptions when a claim is shown to be false . 
Either you are with me or you are against me.,false dilemma,Either MSK<0> are with MSK<1> or MSK<0> are against MSK<1> . 
"McDonald's Hamburgers, over 99 billion served.",ad populum,"McDonald 's Hamburgers , over 99 billion served . "
"""Jose, join us because everybody will come to the party and only you will be left behind.""",ad populum,""" Jose , join us because everybody will come to the party and only you will be left behind . "" "
Pamela is the class secretary. She says that she thinks that the class should do more service projects. Mark says he can’t believe Pamela doesn’t support the annual school dance.,fallacy of extension,MSK<0> is the MSK<1> secretary . MSK<0> says that MSK<0> thinks that the MSK<1> should do more service projects . MSK<2> says MSK<2> ca n’t believe MSK<0> does n’t support the annual school dance . 
The reason Donald Trump got elected was because liberals took political correctness too far.,false causality,The reason Donald Trump got elected was because liberals took political correctness too far . 
His political party wants to spend your precious tax dollars on big government. But my political party is planning strategic federal investment in critical programs.,equivocation,MSK<0> wants to spend your precious tax dollars on big government . But MSK<0> is planning strategic federal investment in critical programs . 
It is the center of the spectrum of two extremes of deficiency and excessiveness.,fallacy of relevance,It is the center of the spectrum of two extremes of deficiency and excessiveness . 
This clinic sure makes a lot of money. Each of the psychologists who work there must earn a large income.,faulty generalization,This clinic sure makes a lot of money . Each of the psychologists who work there must earn a large income . 
"“My wife wants to talk about cleaning out the garage, so I asked her what she wants to do with our patio furniture. Now she’s shopping for new patio furniture and not asking me about the garage.”",fallacy of relevance,"MSK<7> MSK<0> MSK<1> to talk about cleaning out MSK<2> , so MSK<3> MSK<4> MSK<0> what MSK<0> MSK<1> to do with our MSK<6> . Now MSK<0> ’s shopping for new MSK<6> and not MSK<4> MSK<3> about MSK<2> . MSK<7> "
"Luke didn't want to eat his vegetables, but his father told him to think about the poor, starving children in a third world country who don't have anything to eat.",appeal to emotion,"MSK<0> did n't want to MSK<1> MSK<0> vegetables , but MSK<0> father told MSK<0> to think about the poor , starving children in a third world country who do n't have anything to MSK<1> . "
"All Jim Carrey movies are hilarious.
No horror movies are Jim Carrey movies.
Therefore, no horror movies are hilarious.",fallacy of logic,"All MSK<0> MSK<1> are MSK<2> . No MSK<3> MSK<1> are MSK<0> MSK<1> . Therefore , no MSK<3> MSK<1> are MSK<2> . "
"Coke is not as healthy for you as Pepsi. Besides, Britney Spears drinks Pepsi, so it must be healthier than Coke.",fallacy of credibility,"MSK<0> is not as healthy for you as MSK<1> . Besides , Britney Spears drinks MSK<1> , so MSK<1> must be healthier than MSK<0> . "
"If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost.",faulty generalization,"If MSK<0> break MSK<0> and have one MSK<2> , MSK<0> will just want to eat 10 MSK<2> , and before MSK<0> know coref1 , MSK<0> will have gained back the 15 pounds MSK<0> lost . "
My fridge isn't working. I should probably finish that book I've been reading.,fallacy of logic,MSK<0> fridge is n't working . MSK<0> should probably finish that book MSK<0> 've been reading . 
"""We can't allow students to be paid for their grade because next thing you know they'll expect to be paid just for waking up in the morning.""",faulty generalization,""" We ca n't allow MSK<0> to be MSK<1> for MSK<0> grade because next thing you know MSK<0> 'll expect to be MSK<1> just for waking up in the morning . "" "
