text,label,label_updated
"""I think that the use of marijuana as a medical treatment shouldn't even be considered. If we make drugs legal in a few cases, then we might eventually have to completely legalize them - which is even crazier than Proposition 215. If we want to help people out by letting them do illegal things, then let's just get rid of all our laws.""",faulty generalization,fallacies of defective induction
"If there is objective morality, then good moral behavior will be rewarded after death. I want to be rewarded; therefore, morality must be objective.",appeal to emotion,fallacy of relevance
"""Either you recycle or you don't care about human life.""",false dilemma,fallacies of defective induction
"The museum's new gemstones and precious minerals exhibit needs more security guards. If you don't agree, then you must be planning to steal a piece of the exhibit",false dilemma,fallacies of defective induction
The utility gained by using React's ecosystem is significantly outweighed by its overhead.,false causality,fallacies of defective induction
Yet countries under democratic systems have achieved levels of prosperity unseen in human history or under any other political system.,fallacy of red herring,fallacy of relevance
"I'm stating that there is no evidence whatsoever that the morphologically diverse Cambrian fauna arose via natural selection. If they had we'd see fossil evidence of the ancestors, branches etc. Now tell me why should I believe they evolved without evidence? isn't that called ""faith""?",ad populum,fallacy of relevance
"Since many people believe this, then it must be true",ad populum,fallacy of relevance
A lion is a cat and cats are good pets so a lion must be a good pet.,faulty generalization,fallacies of defective induction
It is the best we have so far.,circular reasoning,fallacies of presumption
"""Yesterday, I walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat. And I forgot to knock on wood with my lucky dice. That must be why I'm having such a bad day today. It's bad luck.""",false causality,fallacies of defective induction
"""Some tall people recently vandalized the park. Tall people are so irresponsible.""",faulty generalization,fallacies of defective induction
It can be stated another way - Science is a process based on EVIDENCES,fallacy of red herring,fallacy of relevance
John agrees with me that drinking energy drinks are bad for you.,fallacy of credibility,fallacies of defective induction
Use of property by an individual who legitimately owns it is not a violent act.,circular reasoning,fallacies of presumption
"I am Syrian, and I 100% agree with that",ad populum,fallacy of relevance
"I hope I presented my argument clearly. Now, my opponent will attempt to refute my argument by his own fallacious, incoherent, illogical version of history.",ad hominem,fallacy of relevance
"The priest told me I should have faith.
I have faith that my son will do well in school this year.
Therefore, the priest should be happy with me.",equivocation,fallacy of ambiguity
Happy families make happy children.,faulty generalization,fallacies of defective induction
